,order_id,customer_id,product_category,product_name,quantity,unit_price,order_date,customer_age,customer_region,shipping_cost,discount_applied,total_amount,discounted_amount,final_amount,order_month,order_quarter
222,ORD0223,CUST028,Books,Product_67,4,105.5,25/06/2023,47,East,6.44,15,422,358.7,365.14,6,2
223,ORD0224,CUST028,Clothing,Product_52,1,20.67,03/10/2023,65,West,18.69,10,20.67,18.603,37.293,10,4
224,ORD0225,CUST108,Home & Garden,Product_62,1,103.31,08/02/2023,35,South,15.06,10,103.31,92.979,108.039,2,1
225,ORD0226,CUST044,Books,Product_23,4,186.15,01/03/2023,34,East,20.3,15,744.6,632.91,653.21,3,1
226,ORD0227,CUST084,Electronics,Product_26,2,30.02,07/03/2023,55,West,14.71,5,60.04,57.038,71.748,3,1
227,ORD0228,CUST030,Sports,Product_68,3,155.24,17/11/2023,31,South,7.99,10,465.72,419.148,427.138,11,4
228,ORD0229,CUST190,Clothing,Product_82,1,87.84,04/05/2023,40,South,17.97,0,87.84,87.84,105.81,5,2
229,ORD0230,CUST075,Books,Product_55,2,134.48,13/06/2023,42,West,8.45,0,268.96,268.96,277.41,6,2
230,ORD0231,CUST128,Sports,Product_6,5,59.44,08/06/2023,32,South,22.45,15,297.2,252.62,275.07,6,2
231,ORD0232,CUST250,Home & Garden,Product_35,1,40.3,26/02/2023,63,West,17.26,10,40.3,36.27,53.53,2,1
232,ORD0233,CUST247,Electronics,Product_22,2,40.49,19/03/2023,39,East,8.14,5,80.98,76.931,85.071,3,1
233,ORD0234,CUST092,Sports,Product_43,2,23.39,13/07/2023,20,West,24.25,5,46.78,44.441,68.691,7,3
234,ORD0235,CUST217,Home & Garden,Product_15,3,45.27,12/10/2023,36,South,15.37,5,135.81,129.0195,144.3895,10,4
235,ORD0236,CUST231,Clothing,Product_86,3,136.2,15/01/2023,61,East,6.46,0,408.6,408.6,415.06,1,1
236,ORD0237,CUST190,Electronics,Product_60,5,177.52,12/01/2023,51,East,17.54,0,887.6,887.6,905.14,1,1
237,ORD0238,CUST225,Home & Garden,Product_12,2,164.68,11/04/2023,52,North,10.06,0,329.36,329.36,339.42,4,2
238,ORD0239,CUST129,Home & Garden,Product_49,2,140.18,05/06/2023,67,North,21.07,0,280.36,280.36,301.43,6,2
239,ORD0240,CUST121,Books,Product_42,3,30.98,06/12/2023,18,South,21.36,15,92.94,78.999,100.359,12,4
240,ORD0241,CUST027,Sports,Product_38,1,64.95,05/05/2023,69,West,24.58,0,64.95,64.95,89.53,5,2
241,ORD0242,CUST190,Home & Garden,Product_82,1,68.86,25/12/2023,38,West,15.04,0,68.86,68.86,83.9,12,4
242,ORD0243,CUST121,Electronics,Product_45,4,57.49,07/10/2023,46,South,14.1,5,229.96,218.462,232.562,10,4
243,ORD0244,CUST116,Clothing,Product_35,3,107.85,20/04/2023,23,East,20.07,15,323.55,275.0175,295.0875,4,2
244,ORD0245,CUST205,Electronics,Product_30,4,111.76,30/11/2023,54,South,7.65,0,447.04,447.04,454.69,11,4
245,ORD0246,CUST233,Home & Garden,Product_88,3,77.81,23/12/2023,18,South,15.94,0,233.43,233.43,249.37,12,4
246,ORD0247,CUST003,Electronics,Product_30,5,77.22,26/05/2023,68,East,15.92,5,386.1,366.795,382.715,5,2
247,ORD0248,CUST103,Books,Product_78,2,167.43,04/08/2023,18,West,6.79,10,334.86,301.374,308.164,8,3
248,ORD0249,CUST198,Home & Garden,Product_6,5,159.97,11/06/2023,44,South,13.36,10,799.85,719.865,733.225,6,2
249,ORD0250,CUST200,Sports,Product_67,3,68.48,08/05/2023,38,West,22.07,15,205.44,174.624,196.694,5,2
250,ORD0251,CUST155,Clothing,Product_80,2,183.62,10/11/2023,33,South,22.12,20,367.24,293.792,315.912,11,4
251,ORD0252,CUST137,Home & Garden,Product_7,1,191.03,28/11/2023,61,East,6.98,10,191.03,171.927,178.907,11,4
252,ORD0253,CUST062,Electronics,Product_52,1,72.08,30/05/2023,57,East,6.81,10,72.08,64.872,71.682,5,2
253,ORD0254,CUST165,Home & Garden,Product_14,4,77.34,05/02/2023,43,North,10.25,5,309.36,293.892,304.142,2,1
254,ORD0255,CUST225,Electronics,Product_73,3,106.07,22/06/2023,33,East,22.5,0,318.21,318.21,340.71,6,2
255,ORD0256,CUST051,Clothing,Product_15,3,188.81,22/01/2023,45,North,7.58,20,566.43,453.144,460.724,1,1
256,ORD0257,CUST234,Home & Garden,Product_21,1,176.5,25/07/2023,18,South,19.4,5,176.5,167.675,187.075,7,3
257,ORD0258,CUST172,Electronics,Product_35,5,29.49,07/05/2023,53,West,7.02,0,147.45,147.45,154.47,5,2
258,ORD0259,CUST152,Electronics,Product_66,2,84.62,02/12/2023,27,East,17.46,10,169.24,152.316,169.776,12,4
259,ORD0260,CUST207,Home & Garden,Product_91,5,115.14,22/12/2023,60,East,12.12,0,575.7,575.7,587.82,12,4
260,ORD0261,CUST059,Home & Garden,Product_2,5,105.6,05/08/2023,34,East,20.78,10,528,475.2,495.98,8,3
261,ORD0262,CUST118,Home & Garden,Product_35,1,46.83,06/04/2023,40,South,9.67,10,46.83,42.147,51.817,4,2
262,ORD0263,CUST160,Home & Garden,Product_82,1,173.18,13/06/2023,24,North,17.78,5,173.18,164.521,182.301,6,2
263,ORD0264,CUST096,Books,Product_78,1,138.62,28/05/2023,61,South,9.71,15,138.62,117.827,127.537,5,2
264,ORD0265,CUST216,Clothing,Product_20,4,169.2,18/01/2023,24,West,19.27,0,676.8,676.8,696.07,1,1
265,ORD0266,CUST233,Clothing,Product_82,5,173.17,21/10/2023,61,South,22.47,5,865.85,822.5575,845.0275,10,4
266,ORD0267,CUST180,Electronics,Product_10,3,152.19,14/07/2023,32,West,7.54,5,456.57,433.7415,441.2815,7,3
267,ORD0268,CUST113,Sports,Product_25,2,93.45,31/05/2023,51,East,22.33,10,186.9,168.21,190.54,5,2
268,ORD0269,CUST062,Books,Product_66,4,126,31/12/2023,63,West,16.87,10,504,453.6,470.47,12,4
269,ORD0270,CUST241,Clothing,Product_25,3,40.47,03/05/2023,62,West,7.54,5,121.41,115.3395,122.8795,5,2
270,ORD0271,CUST186,Books,Product_54,5,137.99,06/07/2023,21,North,13.55,10,689.95,620.955,634.505,7,3
271,ORD0272,CUST052,Sports,Product_33,1,44.06,29/05/2023,31,West,8.22,0,44.06,44.06,52.28,5,2
272,ORD0273,CUST012,Electronics,Product_36,5,141.85,14/04/2023,31,West,19.01,15,709.25,602.8625,621.8725,4,2
273,ORD0274,CUST039,Books,Product_95,2,53.62,31/08/2023,33,South,20.18,5,107.24,101.878,122.058,8,3
274,ORD0275,CUST130,Books,Product_14,4,32.33,19/08/2023,24,East,7.12,10,129.32,116.388,123.508,8,3
275,ORD0276,CUST131,Home & Garden,Product_65,4,41.4,25/07/2023,49,South,15.12,0,165.6,165.6,180.72,7,3
276,ORD0277,CUST113,Electronics,Product_80,2,10.38,17/07/2023,36,South,21.29,0,20.76,20.76,42.05,7,3
277,ORD0278,CUST101,Sports,Product_54,3,146.56,03/12/2023,19,East,23.72,5,439.68,417.696,441.416,12,4
278,ORD0279,CUST113,Sports,Product_52,3,149.16,28/03/2023,27,East,15.27,15,447.48,380.358,395.628,3,1
279,ORD0280,CUST184,Books,Product_3,4,107.84,22/05/2023,67,West,24.01,5,431.36,409.792,433.802,5,2
280,ORD0281,CUST081,Home & Garden,Product_99,4,40.66,13/11/2023,34,West,15.71,15,162.64,138.244,153.954,11,4
281,ORD0282,CUST187,Sports,Product_41,1,25.88,18/07/2023,54,North,12.88,5,25.88,24.586,37.466,7,3
282,ORD0283,CUST113,Home & Garden,Product_6,3,13.63,15/02/2023,29,South,21.96,5,40.89,38.8455,60.8055,2,1
283,ORD0284,CUST002,Electronics,Product_25,2,41.49,15/10/2023,23,East,14.86,0,82.98,82.98,97.84,10,4
284,ORD0285,CUST130,Books,Product_13,3,179.26,15/01/2023,39,West,14.44,15,537.78,457.113,471.553,1,1
285,ORD0286,CUST220,Home & Garden,Product_98,1,55.89,13/02/2023,49,East,14.81,0,55.89,55.89,70.7,2,1
286,ORD0287,CUST054,Clothing,Product_8,4,77.31,18/06/2023,58,West,21.94,15,309.24,262.854,284.794,6,2
287,ORD0288,CUST087,Home & Garden,Product_21,4,30.02,06/11/2023,37,North,21.64,15,120.08,102.068,123.708,11,4
288,ORD0289,CUST229,Sports,Product_98,1,52.25,13/02/2023,18,North,13.07,15,52.25,44.4125,57.4825,2,1
289,ORD0290,CUST224,Sports,Product_68,2,108.65,08/04/2023,64,East,11.67,5,217.3,206.435,218.105,4,2
290,ORD0291,CUST225,Books,Product_25,4,125.47,18/09/2023,23,North,14.84,10,501.88,451.692,466.532,9,3
291,ORD0292,CUST129,Electronics,Product_79,5,56.62,19/04/2023,36,East,16.46,10,283.1,254.79,271.25,4,2
292,ORD0293,CUST147,Sports,Product_68,4,20.97,10/10/2023,35,West,9.77,0,83.88,83.88,93.65,10,4
293,ORD0294,CUST126,Home & Garden,Product_45,5,84.3,09/12/2023,23,South,20.88,10,421.5,379.35,400.23,12,4
294,ORD0295,CUST130,Electronics,Product_60,1,54.5,14/04/2023,62,North,14.73,0,54.5,54.5,69.23,4,2
295,ORD0296,CUST053,Sports,Product_12,1,51.72,13/09/2023,50,West,11.68,5,51.72,49.134,60.814,9,3
296,ORD0297,CUST172,Sports,Product_32,4,192.37,25/07/2023,40,South,7.14,0,769.48,769.48,776.62,7,3
297,ORD0298,CUST218,Books,Product_96,3,127.1,01/12/2023,40,South,9.78,0,381.3,381.3,391.08,12,4
298,ORD0299,CUST160,Books,Product_92,5,115.81,12/02/2023,43,South,23.99,5,579.05,550.0975,574.0875,2,1
299,ORD0300,CUST198,Clothing,Product_13,2,89,19/12/2023,30,West,11.1,5,178,169.1,180.2,12,4
300,ORD0301,CUST160,Electronics,Product_31,4,91.5,02/09/2023,24,West,8.38,10,366,329.4,337.78,9,3
301,ORD0302,CUST247,Clothing,Product_78,2,112.77,14/10/2023,32,East,14.21,0,225.54,225.54,239.75,10,4
302,ORD0303,CUST068,Home & Garden,Product_20,4,142.32,21/12/2023,61,South,11.14,5,569.28,540.816,551.956,12,4
303,ORD0304,CUST183,Electronics,Product_18,3,143.41,30/09/2023,44,South,5.7,0,430.23,430.23,435.93,9,3
304,ORD0305,CUST203,Clothing,Product_93,3,42.62,24/03/2023,43,South,11.46,10,127.86,115.074,126.534,3,1
305,ORD0306,CUST184,Clothing,Product_60,3,105.02,20/04/2023,50,East,15.88,10,315.06,283.554,299.434,4,2
306,ORD0307,CUST123,Books,Product_63,3,88.27,09/07/2023,32,South,16.03,10,264.81,238.329,254.359,7,3
307,ORD0308,CUST145,Sports,Product_6,1,175.4,15/10/2023,53,West,12.13,10,175.4,157.86,169.99,10,4
308,ORD0309,CUST038,Clothing,Product_32,1,129.97,08/09/2023,62,South,13.95,5,129.97,123.4715,137.4215,9,3
309,ORD0310,CUST024,Clothing,Product_93,5,111.18,31/07/2023,44,North,24.31,10,555.9,500.31,524.62,7,3
310,ORD0311,CUST069,Home & Garden,Product_43,2,31.92,18/10/2023,22,West,12.55,5,63.84,60.648,73.198,10,4
311,ORD0312,CUST116,Books,Product_2,4,125.07,13/05/2023,19,East,10.16,5,500.28,475.266,485.426,5,2
312,ORD0313,CUST098,Electronics,Product_60,4,32.27,20/07/2023,50,South,9.87,10,129.08,116.172,126.042,7,3
313,ORD0314,CUST198,Books,Product_23,1,74.07,12/10/2023,33,North,14.16,0,74.07,74.07,88.23,10,4
314,ORD0315,CUST214,Electronics,Product_83,4,37.14,22/11/2023,40,East,20.19,10,148.56,133.704,153.894,11,4
315,ORD0316,CUST139,Electronics,Product_31,1,141.49,05/04/2023,55,East,9.12,10,141.49,127.341,136.461,4,2
316,ORD0317,CUST240,Books,Product_5,5,49.19,05/10/2023,33,West,19.19,5,245.95,233.6525,252.8425,10,4
317,ORD0318,CUST144,Clothing,Product_83,2,84.45,21/11/2023,31,East,5.42,0,168.9,168.9,174.32,11,4
318,ORD0319,CUST097,Sports,Product_34,5,180.18,07/08/2023,46,East,13.38,0,900.9,900.9,914.28,8,3
319,ORD0320,CUST201,Clothing,Product_10,3,48.82,30/03/2023,43,East,20.52,15,146.46,124.491,145.011,3,1
320,ORD0321,CUST124,Books,Product_89,3,106.48,13/03/2023,52,East,11.77,10,319.44,287.496,299.266,3,1
321,ORD0322,CUST187,Home & Garden,Product_2,3,89.66,04/09/2023,32,South,16.27,0,268.98,268.98,285.25,9,3
322,ORD0323,CUST070,Electronics,Product_11,5,13.44,09/05/2023,20,South,9.1,5,67.2,63.84,72.94,5,2
323,ORD0324,CUST208,Home & Garden,Product_50,4,160.62,31/07/2023,40,South,19.84,10,642.48,578.232,598.072,7,3
324,ORD0325,CUST093,Electronics,Product_31,2,23.12,09/12/2023,46,South,6.05,15,46.24,39.304,45.354,12,4
325,ORD0326,CUST003,Sports,Product_56,3,100.11,06/04/2023,51,North,22.05,0,300.33,300.33,322.38,4,2
326,ORD0327,CUST148,Electronics,Product_79,3,116.53,16/03/2023,50,South,8.96,0,349.59,349.59,358.55,3,1
327,ORD0328,CUST187,Clothing,Product_73,3,129.4,23/02/2023,58,East,22.49,15,388.2,329.97,352.46,2,1
328,ORD0329,CUST164,Electronics,Product_87,2,140.84,10/12/2023,58,South,12.05,0,281.68,281.68,293.73,12,4
329,ORD0330,CUST147,Sports,Product_83,3,58.12,23/02/2023,40,South,19.45,0,174.36,174.36,193.81,2,1
330,ORD0331,CUST090,Books,Product_9,2,11.9,06/08/2023,24,West,11.38,20,23.8,19.04,30.42,8,3
331,ORD0332,CUST195,Books,Product_99,3,147.45,16/01/2023,20,East,23.12,10,442.35,398.115,421.235,1,1
332,ORD0333,CUST147,Electronics,Product_21,5,111.77,09/04/2023,49,South,7.53,0,558.85,558.85,566.38,4,2
333,ORD0334,CUST148,Home & Garden,Product_73,5,168.86,20/01/2023,48,South,8.57,0,844.3,844.3,852.87,1,1
334,ORD0335,CUST096,Electronics,Product_28,2,166.06,15/02/2023,35,South,14.86,0,332.12,332.12,346.98,2,1
335,ORD0336,CUST199,Sports,Product_62,5,170.23,12/07/2023,60,North,6.64,0,851.15,851.15,857.79,7,3
336,ORD0337,CUST052,Electronics,Product_7,2,102.17,27/02/2023,24,South,8.92,15,204.34,173.689,182.609,2,1
337,ORD0338,CUST233,Electronics,Product_80,5,73.39,21/04/2023,58,West,23.88,5,366.95,348.6025,372.4825,4,2
338,ORD0339,CUST161,Electronics,Product_16,5,160.4,09/05/2023,18,East,24.53,10,802,721.8,746.33,5,2
339,ORD0340,CUST168,Books,Product_97,2,95.75,03/12/2023,31,East,12.53,15,191.5,162.775,175.305,12,4
340,ORD0341,CUST128,Books,Product_4,4,44.85,13/07/2023,69,South,23.47,5,179.4,170.43,193.9,7,3
341,ORD0342,CUST039,Electronics,Product_4,5,172.45,06/12/2023,49,South,15.9,0,862.25,862.25,878.15,12,4
342,ORD0343,CUST082,Home & Garden,Product_40,3,177.69,22/11/2023,23,South,10.39,5,533.07,506.4165,516.8065,11,4
343,ORD0344,CUST104,Books,Product_17,4,98.6,08/01/2023,56,East,19.05,15,394.4,335.24,354.29,1,1
344,ORD0345,CUST129,Books,Product_52,2,24.38,29/01/2023,27,East,18.18,15,48.76,41.446,59.626,1,1
345,ORD0346,CUST011,Clothing,Product_93,4,83.69,22/04/2023,24,North,24.78,0,334.76,334.76,359.54,4,2
346,ORD0347,CUST220,Clothing,Product_52,1,162.67,10/06/2023,43,West,10.3,10,162.67,146.403,156.703,6,2
347,ORD0348,CUST185,Books,Product_36,1,181.34,11/05/2023,51,North,18.44,10,181.34,163.206,181.646,5,2
348,ORD0349,CUST217,Electronics,Product_38,5,48.66,07/07/2023,47,West,6.04,15,243.3,206.805,212.845,7,3
349,ORD0350,CUST178,Electronics,Product_50,5,22.72,12/06/2023,53,North,7.27,0,113.6,113.6,120.87,6,2
350,ORD0351,CUST151,Sports,Product_63,3,176.7,16/07/2023,38,East,5.08,5,530.1,503.595,508.675,7,3
351,ORD0352,CUST159,Sports,Product_63,4,83.99,30/12/2023,34,North,24.99,15,335.96,285.566,310.556,12,4
352,ORD0353,CUST222,Clothing,Product_62,1,112.93,23/07/2023,50,West,21.05,5,112.93,107.2835,128.3335,7,3
353,ORD0354,CUST042,Clothing,Product_99,5,193.93,31/07/2023,27,South,20.73,5,969.65,921.1675,941.8975,7,3
354,ORD0355,CUST099,Home & Garden,Product_7,4,22.65,19/04/2023,68,West,15.19,0,90.6,90.6,105.79,4,2
355,ORD0356,CUST007,Clothing,Product_27,5,133.18,03/10/2023,64,South,11,0,665.9,665.9,676.9,10,4
356,ORD0357,CUST144,Electronics,Product_92,5,24.08,14/03/2023,59,East,8.03,5,120.4,114.38,122.41,3,1
357,ORD0358,CUST090,Electronics,Product_86,1,81.34,16/06/2023,68,West,10.69,15,81.34,69.139,79.829,6,2
358,ORD0359,CUST112,Home & Garden,Product_14,1,162.72,17/09/2023,29,North,12.52,0,162.72,162.72,175.24,9,3
359,ORD0360,CUST249,Home & Garden,Product_71,5,92.36,31/08/2023,33,West,20.13,5,461.8,438.71,458.84,8,3
360,ORD0361,CUST244,Electronics,Product_86,2,199.46,02/10/2023,58,South,15.79,10,398.92,359.028,374.818,10,4
361,ORD0362,CUST060,Electronics,Product_5,5,116.22,12/04/2023,49,East,6.55,0,581.1,581.1,587.65,4,2
362,ORD0363,CUST113,Electronics,Product_55,5,71.02,22/06/2023,32,North,5.36,5,355.1,337.345,342.705,6,2
363,ORD0364,CUST002,Home & Garden,Product_2,3,51.82,20/06/2023,44,West,7.05,10,155.46,139.914,146.964,6,2
364,ORD0365,CUST129,Electronics,Product_62,3,76.6,21/05/2023,45,South,13.21,15,229.8,195.33,208.54,5,2
365,ORD0366,CUST048,Electronics,Product_91,3,80.78,07/07/2023,34,North,23.66,10,242.34,218.106,241.766,7,3
366,ORD0367,CUST140,Home & Garden,Product_21,2,23.06,27/03/2023,63,East,17.75,10,46.12,41.508,59.258,3,1
367,ORD0368,CUST197,Electronics,Product_79,2,80.22,21/02/2023,67,North,21.04,0,160.44,160.44,181.48,2,1
368,ORD0369,CUST037,Home & Garden,Product_21,5,98.21,21/04/2023,19,East,14.33,15,491.05,417.3925,431.7225,4,2
369,ORD0370,CUST160,Electronics,Product_10,3,147.32,31/12/2023,53,North,12.23,0,441.96,441.96,454.19,12,4
370,ORD0371,CUST247,Electronics,Product_87,2,134.78,08/12/2023,67,West,7.17,10,269.56,242.604,249.774,12,4
371,ORD0372,CUST009,Electronics,Product_58,1,144.67,12/02/2023,24,South,22.52,0,144.67,144.67,167.19,2,1
372,ORD0373,CUST233,Home & Garden,Product_39,5,11.59,30/07/2023,30,West,20.66,15,57.95,49.2575,69.9175,7,3
373,ORD0374,CUST099,Sports,Product_5,4,51.36,19/07/2023,32,West,8.36,10,205.44,184.896,193.256,7,3
374,ORD0375,CUST147,Home & Garden,Product_65,5,135.72,25/10/2023,42,East,15.25,10,678.6,610.74,625.99,10,4
375,ORD0376,CUST048,Clothing,Product_13,4,101.96,12/12/2023,40,East,14.75,0,407.84,407.84,422.59,12,4
376,ORD0377,CUST208,Home & Garden,Product_85,3,11.01,28/08/2023,39,East,17.5,5,33.03,31.3785,48.8785,8,3
377,ORD0378,CUST131,Electronics,Product_90,4,162.85,25/04/2023,43,West,23.92,10,651.4,586.26,610.18,4,2
378,ORD0379,CUST148,Clothing,Product_85,3,156.83,26/01/2023,50,North,16.6,10,470.49,423.441,440.041,1,1
379,ORD0380,CUST152,Sports,Product_53,1,114.2,26/10/2023,28,North,15.8,0,114.2,114.2,130,10,4
380,ORD0381,CUST054,Electronics,Product_82,4,22.63,18/03/2023,27,West,6.01,20,90.52,72.416,78.426,3,1
381,ORD0382,CUST120,Electronics,Product_45,5,155.64,17/05/2023,42,West,6.26,15,778.2,661.47,667.73,5,2
382,ORD0383,CUST161,Electronics,Product_32,3,120.91,20/01/2023,54,South,8.75,0,362.73,362.73,371.48,1,1
383,ORD0384,CUST152,Electronics,Product_36,5,158.57,30/07/2023,65,East,5.65,15,792.85,673.9225,679.5725,7,3
384,ORD0385,CUST116,Electronics,Product_81,2,152.83,28/08/2023,60,East,19.87,5,305.66,290.377,310.247,8,3
385,ORD0386,CUST075,Books,Product_99,3,162.57,08/02/2023,55,West,19.47,5,487.71,463.3245,482.7945,2,1
386,ORD0387,CUST113,Clothing,Product_60,4,108.42,25/09/2023,58,West,7.72,5,433.68,411.996,419.716,9,3
387,ORD0388,CUST200,Sports,Product_11,3,36.66,26/07/2023,62,North,21.72,10,109.98,98.982,120.702,7,3
388,ORD0389,CUST164,Home & Garden,Product_63,5,137.52,24/09/2023,41,West,8.1,10,687.6,618.84,626.94,9,3
389,ORD0390,CUST166,Clothing,Product_21,1,127.89,03/06/2023,57,North,11.02,5,127.89,121.4955,132.5155,6,2
390,ORD0391,CUST104,Clothing,Product_52,3,151.03,11/02/2023,63,West,9.98,10,453.09,407.781,417.761,2,1
391,ORD0392,CUST084,Clothing,Product_55,4,42.28,11/01/2023,50,South,12.45,10,169.12,152.208,164.658,1,1
392,ORD0393,CUST227,Books,Product_26,2,47.05,21/10/2023,34,South,10.09,10,94.1,84.69,94.78,10,4
393,ORD0394,CUST112,Clothing,Product_68,1,179.18,08/04/2023,41,North,14.78,0,179.18,179.18,193.96,4,2
394,ORD0395,CUST217,Home & Garden,Product_34,2,152.5,02/10/2023,54,East,13.15,15,305,259.25,272.4,10,4
395,ORD0396,CUST099,Clothing,Product_52,3,182.56,18/08/2023,19,South,24.73,5,547.68,520.296,545.026,8,3
396,ORD0397,CUST153,Books,Product_82,5,154.16,08/08/2023,49,North,6.12,0,770.8,770.8,776.92,8,3
397,ORD0398,CUST093,Clothing,Product_99,5,123.46,06/03/2023,41,West,7.84,0,617.3,617.3,625.14,3,1
398,ORD0399,CUST146,Clothing,Product_93,4,134.29,21/12/2023,26,West,6.06,5,537.16,510.302,516.362,12,4
399,ORD0400,CUST128,Sports,Product_52,5,178.93,20/08/2023,21,North,17.52,15,894.65,760.4525,777.9725,8,3
400,ORD0401,CUST110,Home & Garden,Product_29,1,119.97,24/11/2023,34,East,6.09,5,119.97,113.9715,120.0615,11,4
401,ORD0402,CUST082,Electronics,Product_38,5,130.15,21/02/2023,34,North,21.73,10,650.75,585.675,607.405,2,1
402,ORD0403,CUST194,Sports,Product_42,4,39.73,20/09/2023,67,North,15.24,0,158.92,158.92,174.16,9,3
403,ORD0404,CUST054,Books,Product_21,3,100.05,24/09/2023,65,South,15.54,5,300.15,285.1425,300.6825,9,3
404,ORD0405,CUST163,Sports,Product_42,3,146.12,25/12/2023,47,North,16.23,20,438.36,350.688,366.918,12,4
405,ORD0406,CUST208,Home & Garden,Product_13,5,61.48,13/11/2023,57,North,8.42,10,307.4,276.66,285.08,11,4
406,ORD0407,CUST189,Clothing,Product_64,2,48.43,20/11/2023,28,West,8.95,0,96.86,96.86,105.81,11,4
407,ORD0408,CUST169,Electronics,Product_17,3,69.63,03/06/2023,38,South,11.38,5,208.89,198.4455,209.8255,6,2
408,ORD0409,CUST228,Clothing,Product_9,5,55.89,24/12/2023,38,West,16.87,0,279.45,279.45,296.32,12,4
409,ORD0410,CUST161,Books,Product_41,4,50.83,20/05/2023,35,West,9.2,5,203.32,193.154,202.354,5,2
410,ORD0411,CUST068,Home & Garden,Product_1,5,90.72,20/02/2023,46,East,7.33,10,453.6,408.24,415.57,2,1
411,ORD0412,CUST033,Clothing,Product_2,3,182.49,27/04/2023,41,East,24.4,10,547.47,492.723,517.123,4,2
412,ORD0413,CUST142,Electronics,Product_60,4,106.34,15/02/2023,27,South,5.44,0,425.36,425.36,430.8,2,1
413,ORD0414,CUST021,Home & Garden,Product_48,5,45.7,05/11/2023,62,South,21.05,15,228.5,194.225,215.275,11,4
414,ORD0415,CUST048,Sports,Product_29,1,24.62,29/03/2023,34,East,20.76,10,24.62,22.158,42.918,3,1
415,ORD0416,CUST148,Books,Product_97,4,142.27,27/07/2023,35,East,10.94,5,569.08,540.626,551.566,7,3
416,ORD0417,CUST248,Electronics,Product_10,1,82.73,26/09/2023,59,East,7.71,5,82.73,78.5935,86.3035,9,3
417,ORD0418,CUST128,Clothing,Product_58,2,166.15,30/03/2023,65,East,7.91,10,332.3,299.07,306.98,3,1
418,ORD0419,CUST136,Electronics,Product_60,4,135.31,28/04/2023,37,East,18.95,10,541.24,487.116,506.066,4,2
419,ORD0420,CUST135,Sports,Product_21,1,161.29,23/02/2023,54,West,17.86,5,161.29,153.2255,171.0855,2,1
420,ORD0421,CUST195,Electronics,Product_28,3,61.67,26/04/2023,62,South,20.65,5,185.01,175.7595,196.4095,4,2
421,ORD0422,CUST145,Books,Product_75,3,141.55,28/04/2023,35,West,23.75,0,424.65,424.65,448.4,4,2
422,ORD0423,CUST128,Clothing,Product_34,2,60.17,17/09/2023,34,West,18.84,15,120.34,102.289,121.129,9,3
423,ORD0424,CUST033,Books,Product_8,4,188.42,16/03/2023,26,North,8.12,5,753.68,715.996,724.116,3,1
424,ORD0425,CUST176,Home & Garden,Product_59,4,130.91,01/11/2023,31,West,9.87,0,523.64,523.64,533.51,11,4
425,ORD0426,CUST204,Home & Garden,Product_86,4,71.66,07/01/2023,66,East,21.84,10,286.64,257.976,279.816,1,1
426,ORD0427,CUST187,Electronics,Product_72,2,61.21,02/05/2023,46,East,9.19,15,122.42,104.057,113.247,5,2
427,ORD0428,CUST115,Electronics,Product_49,4,46.28,11/01/2023,48,North,6.45,15,185.12,157.352,163.802,1,1
428,ORD0429,CUST214,Electronics,Product_79,3,141.98,14/12/2023,21,North,19.07,5,425.94,404.643,423.713,12,4
429,ORD0430,CUST119,Sports,Product_17,1,51.56,03/08/2023,35,North,13.05,0,51.56,51.56,64.61,8,3
430,ORD0431,CUST022,Sports,Product_60,3,123.11,06/10/2023,37,North,23.4,5,369.33,350.8635,374.2635,10,4
431,ORD0432,CUST238,Books,Product_87,3,60.28,28/01/2023,64,North,18.01,0,180.84,180.84,198.85,1,1
432,ORD0433,CUST158,Home & Garden,Product_88,1,135.77,23/08/2023,60,West,6.81,15,135.77,115.4045,122.2145,8,3
433,ORD0434,CUST038,Home & Garden,Product_45,3,164.84,09/11/2023,61,North,23.96,0,494.52,494.52,518.48,11,4
434,ORD0435,CUST230,Electronics,Product_83,2,157.82,26/01/2023,26,West,10.17,0,315.64,315.64,325.81,1,1
435,ORD0436,CUST109,Sports,Product_69,1,154.56,23/02/2023,30,South,11.74,5,154.56,146.832,158.572,2,1
436,ORD0437,CUST051,Clothing,Product_32,3,45.67,29/01/2023,32,North,13.05,5,137.01,130.1595,143.2095,1,1
437,ORD0438,CUST182,Clothing,Product_44,5,26.79,19/12/2023,44,North,6.02,10,133.95,120.555,126.575,12,4
438,ORD0439,CUST008,Books,Product_65,3,142.8,13/06/2023,32,West,14.93,5,428.4,406.98,421.91,6,2
439,ORD0440,CUST027,Electronics,Product_87,2,79.99,27/09/2023,45,South,7.47,0,159.98,159.98,167.45,9,3
440,ORD0441,CUST027,Electronics,Product_8,4,92.15,30/11/2023,54,West,13.02,0,368.6,368.6,381.62,11,4
441,ORD0442,CUST226,Home & Garden,Product_77,3,15.92,04/02/2023,36,West,12.01,5,47.76,45.372,57.382,2,1
442,ORD0443,CUST021,Electronics,Product_72,4,59.32,13/10/2023,43,North,20.46,0,237.28,237.28,257.74,10,4
443,ORD0444,CUST030,Home & Garden,Product_87,5,16.4,14/12/2023,69,East,21.06,10,82,73.8,94.86,12,4
444,ORD0445,CUST097,Electronics,Product_43,3,177.05,30/09/2023,43,East,8.07,10,531.15,478.035,486.105,9,3
445,ORD0446,CUST028,Clothing,Product_1,1,56.25,27/07/2023,42,West,12.33,10,56.25,50.625,62.955,7,3
